2.740000	4863601.458909
2.750000	1460074.062191
2.760000	-567219.872478
2.770000	-3961783.149514
2.780000	1857079.304406
2.790000	4465078.868855
2.800000	1734524.588625
2.810000	4110202.448116
2.820000	-1641949.734275
2.830000	5069136.583984
2.840000	5556429.705399
2.850000	1254120.469796
2.860000	-3271628.885202
2.870000	-213583.121480
2.880000	5731135.323054
2.890000	1144908.506088
2.900000	2424937.158500
2.910000	-3345544.058360
2.920000	2660697.080987
2.930000	4213642.156634
2.940000	-1654586.452041
2.950000	-2537738.010706
2.960000	-3065131.588650
2.970000	-855678.754083
2.980000	1731799.474634
2.990000	3793278.931607
